,imdb_id,budget,revenue
1809,tt7692434,70000000,125766
1810,tt7759362,2000000,417770
1811,tt10431010,1000000,5987
1812,tt8826492,200000,267250
1813,tt6144666,500000,165
1814,tt10813338,0,1504342
1815,tt9407526,15300000,393554
1816,tt8799390,509000,566764
1817,tt11110904,10000000,36389
1818,tt9612164,500000,5934
1819,tt7725374,5000000,116900
1820,tt10298454,1000000,92640
1821,tt6066696,10000000,311640
1822,tt9081558,120000000,101737
1823,tt9575726,0,806451
1824,tt9695404,2500000,897441
1825,tt5169738,1,810
1826,tt7772498,600000,165627
1827,tt7544954,4000000,104871
1828,tt7697060,28270000,792960
1829,tt9574922,500000,252098
1830,tt7490282,1500000,330735
1831,tt10888514,50000,80675
1832,tt9883042,50000000,9306
1833,tt9258012,1350000,41827
1834,tt7109900,28000000,4629
1835,tt4325644,500000,41656
1836,tt8946798,12000000,10421
1837,tt6977218,245000,88336
1838,tt11218428,830000,1269
1839,tt6268222,500000,6536
1840,tt11470272,103000000,3187
1841,tt10750608,750000,4105
1842,tt9775716,5000,102
1843,tt6682438,300000,29395
1844,tt7699336,700000,32969
1845,tt11041754,280000,1393328
1846,tt11404586,500000,5656
1847,tt9877340,50000000,42104
1848,tt10406288,8894164,5015
1849,tt11006500,250000,82480
1850,tt11249422,500000,5633
1851,tt9249886,1500000,159915
1852,tt9648868,193580,7365
1853,tt10915106,400000,26953
1854,tt8377822,250000,3118
1855,tt8710194,750000,2263
1856,tt10534962,260000,161805
1857,tt10665470,1000000,691996
1858,tt9916428,10000000,4408165
1859,tt8790606,2000000,22402
1860,tt11166646,450,1698
1861,tt9878242,30000000,105932
1862,tt9857522,1000000,25618
1863,tt10521708,10000000,508781
1864,tt10650338,25000000,2547
1865,tt9351220,50000000,15800
1866,tt5784434,15000000,2127425
1867,tt9431740,658000,40093
1868,tt10541670,60000,1833
1869,tt6916502,3000000,374793
1870,tt7287656,1500000,34417
1871,tt9825006,3850000,119894
1872,tt9538710,450000,12502
1873,tt8207768,2000000,10248
1874,tt9648372,425406,1368
1875,tt0479943,250000,27073
1876,tt10233050,3000000,43598
1877,tt9695764,9000,30389
1878,tt3797888,55000000,16065
1879,tt10446930,1000000,274700
1880,tt7172612,180000000,142748
1881,tt9808564,50000000,29319
1882,tt9857480,3310000,409
1883,tt3064338,80000,5498
1884,tt9767586,800000,50852
1885,tt1754650,7800000,4237
1886,tt10752470,30000,7659
1887,tt9886872,30000000,2568
1888,tt10602144,950000,5514
1889,tt10183542,2,471182
1890,tt9176136,986000,36721
1891,tt6587640,90000000,34030760
1892,tt12745164,17000000,3288318
1893,tt3547306,6500000,864928
1894,tt3833480,18000000,2011158
1895,tt10081762,36000000,98157
1896,tt10308928,23000000,638221
1897,tt11140488,2000000,185026
1898,tt9779516,12000000,15756972
1899,tt12139700,8000000,237312
1900,tt2420124,6000000,144564
1901,tt8976664,3300000,6292780
1902,tt9214832,10000000,25645440
1903,tt9537888,6000000,968233
1904,tt9086228,5000000,22051055
1905,tt8200456,2400000,5222322
1906,tt10816484,2500000,3486375
1907,tt7798646,16000000,20690779
1908,tt9362276,350000000,46834
1909,tt11759906,800000,657239
1910,tt9733094,1,149937
1911,tt12145322,450000,14465
1912,tt5616176,15000000,1308559
1913,tt6393296,1600000,46296
1914,tt8305852,25000000,65852
1915,tt8006374,70000000,1230184
1916,tt9648886,1500000,3203320
1917,tt5717194,5000000,49104
1918,tt10702006,1000000,10064
1919,tt6659936,1000000,27913
1920,tt10251538,8500000,9330351
1921,tt7263040,900000,396624
1922,tt10814876,1200000,3757
1923,tt10937670,2000000,3691574
1924,tt10123698,4800000,659027
1925,tt7095476,10000000,36404
1926,tt9482230,3000000,23588
1927,tt9665968,5200000,2590629
1928,tt5556054,5000000,586808
1929,tt9014656,10000000,233325
1930,tt8048384,4200000,2611801
1931,tt5761986,2500000,18004
1932,tt9392248,8000000,7034747
1933,tt7541838,1000000,5745
1934,tt8362736,500000,32229
1935,tt8108274,21500000,45221814
1936,tt7766886,3300000,2535002
1937,tt10746876,54,1975973
1938,tt7159566,250000,37483
1939,tt9366994,3000000,10084
1940,tt11199356,250000000,4997080
1941,tt6818118,2500000,29001
1942,tt12491064,6500000000,4751103
1943,tt11013434,3570000,6275520
1944,tt11681730,1000000,71333
1945,tt11296058,5993000,368098
1946,tt10993566,65000,2663916
1947,tt8954954,1000000,368991
1948,tt9101178,100000,2329
1949,tt8386958,12300000,10263
1950,tt10715104,3000000,389470
1951,tt11231440,50000000,11336
1952,tt10798072,1500000,1160718
1953,tt9845110,2400000,198350
1954,tt11900404,365000,2894447
1955,tt10895828,80000000,3688995
1956,tt8291918,120000000,644262
1957,tt10930586,280000000,1109387
1958,tt10750020,550000000,114121
1959,tt5788218,275000,20265
1960,tt6824530,1000000,1851
1961,tt9681728,621822,13939
1962,tt9719864,8000000,287349
1963,tt8571674,2000000,425244
1964,tt9079080,310000,294102
1965,tt10785310,300000,116720
1966,tt8471116,305000,2108
1967,tt13017046,250000,62272
1968,tt10233406,7999617,8859185
1969,tt10338808,1300000,86730
1970,tt9701934,772,139456
1971,tt11908062,1000000,9984
1972,tt10288320,1000000,259621
1973,tt11402054,60000000,251997
1974,tt4196110,2000000,27453
1975,tt9310604,245000,602
1976,tt8031054,1500000,117400
1977,tt11364376,0,6308
1978,tt11192054,2000000,544343
1979,tt11481432,2000000,1635
1980,tt10370822,116630000,2342
1981,tt8205656,40000000,233284
1982,tt12235234,124000000,11324
1983,tt10963790,3000000,10386
1984,tt10438500,1000000,27052
1985,tt9164788,2500000,38004
1986,tt5283934,2707000,58444
1987,tt10692622,300,29451
1988,tt7811018,2500000,2154
1989,tt7823938,0,4128
1990,tt10101782,35000000,734107
1991,tt12441410,600000,28351
1992,tt12753454,1300,751834
1993,tt12564514,354000000,65818
1994,tt10157810,21000000,1020756
1995,tt9861288,4200000,1227428
1996,tt9239802,10000000,3885
1997,tt12573294,2000000,17163
1998,tt12519206,1,25488
1999,tt9081510,4000000,3002045
2000,tt12661060,50000,49033
2001,tt11985684,200000,40534
2002,tt5311514,370000000,358922706
2003,tt5425264,20000000,3916195
2004,tt4777660,3000000,90611
2005,tt4246856,650000,68577
2006,tt5133308,2000000,3190219
2007,tt4937564,2500000,49957
2008,tt4327752,10000000,13109
2009,tt4776564,22400000,10857
2010,tt2782844,11200000,33289
2011,tt4680182,15000000,4531320
2012,tt5157456,1250000000,29161298
2013,tt4629266,10000000,25081168
2014,tt4621630,3000000,1143304
2015,tt4019560,6000000,269915
2016,tt4291600,500000,5401447
2017,tt5243900,35000000000,31918573
2018,tt4864932,5200000,676602
2019,tt3960412,20000000,9680029
2020,tt4652532,20000000,3554029
2021,tt2170427,3000000,23627
2022,tt0787524,10000000,12252684
2023,tt5207204,1700000,6457240
2024,tt4776998,90000000,12448676
2025,tt4303340,1254470,21148
2026,tt5344794,5000000,21701
2027,tt1663655,1000000,397072
2028,tt4871980,5000000,10414738
2029,tt3450900,25000000,906995
2030,tt3424690,3000000,289299
2031,tt1480285,5000000,663460
2032,tt5735280,300000,3599
2033,tt3253232,3000000,421404
2034,tt2990126,3000000,309
2035,tt5813916,2000000,11378898
2036,tt3723780,12000000,4828042
2037,tt4806012,4500000,7179946
2038,tt1655461,10000000,247949
2039,tt4254584,2000000,150191
2040,tt4447108,400000,24083
2041,tt4847546,1200000,8708
2042,tt4370784,6000000,7400324
2043,tt4677578,80000000,453276
2044,tt3923662,5000000,30194
2045,tt3574822,25000000,1670217
2046,tt4919484,2000000,2008649
2047,tt6068960,10000000,6960645
2048,tt5173166,13000000,9193243
2049,tt4714896,12000000,155111
2050,tt4795546,5600000,321768
2051,tt4558396,4700000,598929
2052,tt4626160,600000,207005
2053,tt4621872,15000000,9029150
2054,tt4975280,710000000,208999
2055,tt4240406,80000000,2480082
2056,tt4857596,5620000,8405304
2057,tt5039860,15000000,5623134
2058,tt3410408,300000000,69289
2059,tt5089786,2400000,2091517
2060,tt5270810,1460000000,3910254
2061,tt5471154,275600000,45150390
2062,tt3655972,4200000,2090232
2063,tt2950418,9000000,2000620
2064,tt4699534,2600000,1531866
2065,tt4776964,2300000,1065961
2066,tt6033150,4000000,11702016
2067,tt4746506,5000000,1898410
2068,tt4809638,1800000,4243953
2069,tt5843056,15000000,5350348
2070,tt2718028,2000000,1693944
2071,tt4082524,2300000,9536
2072,tt3847390,250000,39740
2073,tt5896674,1000000,8516
2074,tt4616292,5000000,2434473
2075,tt3952900,1800000,1331227
2076,tt5433520,3000000,2242471
2077,tt5460986,1000000,948
2078,tt5440700,1000000000,678057
2079,tt1401621,500000,4550
2080,tt6017536,250000,11308
2081,tt4906984,380000000,147521
2082,tt4362646,2500000,257095
2083,tt4613272,200000,935236
2084,tt4428740,7900000,3874946
2085,tt5247544,5600000,2918159
2086,tt4072326,20000000,50721
2087,tt4414438,18000000,7162
2088,tt3014556,1000000,128788
2089,tt4291700,3530000,6820723
2090,tt2248739,1100000,26448
2091,tt5129818,390000,305993
2092,tt5883632,7000000,8404
2093,tt4365518,3850000,414698
2094,tt4026570,400000,41913
2095,tt6086614,950000,502941
2096,tt4811564,1500000,102428
2097,tt3300932,1800000,9930
2098,tt4528454,1000000,39012
2099,tt4687276,1000000,621738
2100,tt3103166,3500000,182695
2101,tt3489996,2000000,25318
2102,tt4634422,1400000,901435
2103,tt5211044,1000000,19107
2104,tt4682708,400000,8438
2105,tt5572720,1000000,7550254
2106,tt5599818,500,51505
2107,tt5073020,1100000,21135
2108,tt5644006,1000000,796804
2109,tt3685570,1000000,9034
2110,tt5908566,750000,80847
2111,tt3975072,55000000,651765
2112,tt5545582,250,8930
2113,tt3697398,55000,210979
2114,tt5229228,4500000,4227648
2115,tt2787570,5000000,90456
2116,tt4283358,33000000,11426875
2117,tt5028822,800000,10844
2118,tt3591696,750000,7095
2119,tt6070530,1500000,7580125
2120,tt3919034,3000000,213835
2121,tt6316170,1000000,902012
2122,tt5700224,40000,593418
2123,tt4399594,9000000,3454709
2124,tt4838486,7045000,926
2125,tt5088794,1000000,82144
2126,tt4675030,30000000,21567
2127,tt5354664,175000000,145819137
2128,tt3658366,200000,19526
2129,tt1726252,4000000,474926
2130,tt4538016,20800000,1527
2131,tt4121640,1400000,128425
2132,tt6054290,8000000,24864375
2133,tt6074202,400000000,119107580
2134,tt5077886,3628121,672079
2135,tt1273219,650000,3558
2136,tt6041030,257000,1322500
2137,tt4949254,1200000,1475550
2138,tt4911876,1500000,23638
2139,tt4310356,5000000,5045207
2140,tt4463762,1370000,776636
2141,tt5471480,1000000,101739
2142,tt5775132,400000,178210
2143,tt4947738,3200000,222565
2144,tt4508542,2500000,250847
2145,tt5142216,2000,4300
2146,tt4983736,200000000,19873
2147,tt4080594,5200000,5701519
2148,tt5701172,140000000,261306
2149,tt4857878,2000000,327747
2150,tt5679536,250000,1441
2151,tt5920348,130000000,109818
2152,tt3744264,5000000,256229
2153,tt5141494,3969844,232289
2154,tt5372466,850000000,136623
2155,tt5852052,350000,29908
2156,tt5234510,2,134672
2157,tt6126294,400000000,191459
2158,tt5011242,1000000,406960
2159,tt6011884,200000000,2632583
2160,tt5098128,500000000,1003
2161,tt5576174,0,2845124
2162,tt5093754,0,6559996
2163,tt3505094,85135,2465
2164,tt3584954,766000,88401
2165,tt2091245,1000000,30213
2166,tt5425144,160000000,37749848
2167,tt5503266,1960000,23857217
2168,tt5568330,2000000,6559
2169,tt3503454,2000000,11972
2170,tt5131914,75000,228
2171,tt5313414,3000000,55621
2172,tt4924082,7500000,470903
2173,tt2338774,1220000,609
2174,tt5210376,450000,144130
2175,tt5882398,20000000000,19608000
2176,tt4899056,6000000,48870
2177,tt4271910,7300000,63970
2178,tt5662990,4000000,2035
2179,tt3468352,700000,272262
2180,tt2215211,1800000,2662
2181,tt3425402,60000,164772
2182,tt5909128,5000000,1465048
2183,tt4866320,1400000,250327
2184,tt4335804,2000000,63010
2185,tt5356680,500000,1185
2186,tt2249039,2500000,56551
2187,tt4862468,20000000,53306108
2188,tt5756242,100000000,7514
2189,tt6141374,1000000,627563
2190,tt5195390,17,386997
2191,tt4805816,1400000,139896
2192,tt5002394,57000,18840
2193,tt5886216,350000000,29541
2194,tt5030004,1664000,3664336
2195,tt4721502,1400000,806540
2196,tt5187816,80000000,8980243
2197,tt4524676,1500000,2293
2198,tt3577616,747500,4234
2199,tt3296248,130000,3239
2200,tt5953804,52000000,639052
2201,tt6229786,900000,2532773
2202,tt5465374,80000000,52787
2203,tt5100046,0,15590
2204,tt5551590,1200000,87618
2205,tt4125568,1000000,1055809
2206,tt6141468,1700000,98890
2207,tt5641300,20000000,1135
2208,tt4675926,3200000,246799
2209,tt5565818,50000000,424961
2210,tt6287174,3560000,18292
2211,tt4567500,700000,243897
2212,tt4176928,2500000,96169
2213,tt6153126,250000,16932
2214,tt5495258,250000000,11794
2215,tt4747848,810580,63258
2216,tt5072350,630000,181686
2217,tt5786632,600000,12388
2218,tt5933966,500000,46850
2219,tt3477172,750000,42173
2220,tt6040012,760000000,1798
2221,tt6047120,4000000,199935
2222,tt4606770,672446,34033
2223,tt5914618,12000000,1151187
2224,tt3806596,16400000,52064
2225,tt5434374,2360000,774653
2226,tt5304086,300000000,104734
2227,tt4212552,6000000,75568
2228,tt4905556,182000,49853
2229,tt4947672,2400000,157683
2230,tt5916712,400000,369
2231,tt6079360,8000000,6892
2232,tt6176162,8500000,46149
2233,tt4350998,1000000,34785
2234,tt4997196,600000,130520
2235,tt5376720,217500,7527
2236,tt5565670,50000000,504002
2237,tt5190872,9500000,12369340
2238,tt5569468,5000000,690925
2239,tt4993990,4000000,15462
2240,tt5211710,4200000,32659
2241,tt5463412,1500000,42992
2242,tt6115284,4000000,1284
2243,tt5446460,10000000000,294953
2244,tt3810602,70000,7366
2245,tt5112054,1340000,629439
2246,tt5618870,100000000,16748620
2247,tt6079160,200000,145730
2248,tt1890363,20000000,59679
2249,tt5347158,500000,29500
2250,tt5328784,100000000,7279
2251,tt3806654,1000000,20584
2252,tt5595240,60000000,296715
2253,tt3185650,1000000,29495
2254,tt5929890,1400000,432288
2255,tt5262450,1412000,3429915
2256,tt5650098,800000,51719
2257,tt4432364,10,64105
2258,tt5821968,4000000,232183
2259,tt5851492,3000000,15496
2260,tt3876860,350000000,5208
2261,tt5483634,2000000,257650
2262,tt4636252,1300000,1052730
2263,tt3263192,574000,1267
2264,tt5313980,100000000,9995
2265,tt2207112,2900000,70525
2266,tt4123876,580000,8972
2267,tt6892250,2000000,1905999
2268,tt5537614,120000,137035
2269,tt4302788,3800000,25928
2270,tt5074552,80000000,17489
2271,tt5154162,250000,56364
2272,tt3990782,500000,27836
2273,tt3411076,35000000,94950
2274,tt5746140,500000,15946
2275,tt6003734,3000000,705
2276,tt5611958,200000,12799
2277,tt6001712,1100000,19640
2278,tt4616572,650000,13260
2279,tt5439426,100000,46213
2280,tt6419748,1500000,1686
2281,tt5270366,40000000,23162
2282,tt3504836,600000,3845
2283,tt5829116,5000000,39493
2284,tt4795124,10000000,62547032
2285,tt5462326,7000000,165962
2286,tt2720826,31000000,7215027
2287,tt4131800,6500000,60330833
2288,tt5804314,3000000,7241302
2289,tt5456104,5000000,933954
2290,tt6113488,5000000,18175663
2291,tt4663548,2000000,5942565
2292,tt5816682,21000000,66558465
2293,tt4729896,500000,434336
2294,tt4155534,19500000,10952433
2295,tt3531202,4749500,23689
2296,tt2531334,5000000,94178
2297,tt4846232,4500000,3283369
2298,tt6194530,2800000,497676
2299,tt4703182,1000000,5199
2300,tt6045466,4000000,5381950
2301,tt7241654,5000000,5124
2302,tt6101820,4000000,33262366
2303,tt6515342,14800000,5394474
2304,tt5294198,350000,2666
2305,tt5649108,6000000,3187255
2306,tt6404816,24987000,1450201
2307,tt3481634,10000000,259635
2308,tt3469798,4000000,297682
2309,tt6060156,3550000,7158925
2310,tt6763252,5800000,1196669
2311,tt1934452,2000000,22443
2312,tt1230168,15000000,6423605
2313,tt6713562,1500000,3012
2314,tt3721954,4993020,9733932
2315,tt6759686,600000,5519
2316,tt3778010,24000000,21675
2317,tt4126568,650000,836413
2318,tt5222918,1600000,4282973
2319,tt4778988,26000000,2510151
2320,tt6346162,2000000,2827489
2321,tt5657028,7546570,29370592
2322,tt5154288,80000,103885
2323,tt6857250,90000000,77151096
2324,tt4728386,1300000,80051
2325,tt5281700,6000000,46180
2326,tt6155194,1500000,290064
2327,tt1935089,2500000,98280
2328,tt6106526,6000000,7976551
2329,tt4823434,26040000,576598
2330,tt5655222,1200000,4101699
2331,tt5265948,2000000,134126
2332,tt5804948,17214408,9548364
2333,tt6170954,290000000,55429
2334,tt5987402,7500000,59884997
2335,tt6462462,9729038,10968212
2336,tt6974196,1000000,579830
2337,tt6433624,2200000,979703
2338,tt5693136,3500000,860750
2339,tt6089700,800000,109227
2340,tt6081632,11000000,7034772
2341,tt4711924,1000000,423981
2342,tt5345806,25000000,1149667
2343,tt5041296,5000000,1346352
2344,tt5247704,7870000,11625884
2345,tt6423776,2978000,4192590
2346,tt6569546,162000000,782438
2347,tt6332764,1100000,20418
2348,tt8045170,7,103775
2349,tt6469892,18000000,1080895
2350,tt7147540,6250000,14751915
2351,tt4702346,2000000,7457
2352,tt2179231,1500000,19996
2353,tt7602430,400000,19743
2354,tt5509412,600000,1869
2355,tt7169514,6900000,4943572
2356,tt5207158,360000,2365712
2357,tt5553962,437000,5642
2358,tt8961266,2000000,430393
2359,tt6532192,3725000,381668
2360,tt6849128,15000000,24844
2361,tt7690638,200000000,6579645
2362,tt4823538,47900000,11021794
2363,tt8529186,150000000,366961907
2364,tt3893664,150000,31031
2365,tt4631048,200000,5010
2366,tt8580240,1000000,7850
2367,tt5932330,60000,7072
2368,tt7717440,230000000,392295
2369,tt6818140,7000000,8292310
2370,tt8320378,618086,623263
2371,tt5791098,2700000,1548893
2372,tt6993174,180,19396
2373,tt8377572,2300000,915126
2374,tt6593240,600,111197
2375,tt7769530,6600000,4531635
2376,tt4876524,20000000,1398352
2377,tt7217128,4357442,1698442
2378,tt8394526,340000,26130
2379,tt7581572,200000,809541
2380,tt6072502,3000000,64760
2381,tt3295734,250000,11201
2382,tt7533756,45500000,4957487
2383,tt6207634,900,9912
2384,tt7407496,1200000,14905
2385,tt8821182,3000000,11232
2386,tt2482856,1000000,772000
2387,tt6423998,150000,33901
2388,tt7947470,21700000,48537
2389,tt7023236,1600000,20889
2390,tt6871634,90000000,6061514
2391,tt7216256,2500000,1151580
2392,tt7676066,0,2985
2393,tt4949112,1000000,75507
2394,tt6400280,500000,38399
2395,tt7926840,30000000,3004952
2396,tt8443556,20000000,26796279
2397,tt7128066,800000,20270
2398,tt6083534,300000,4988
2399,tt7963848,19200000,703734
2400,tt9070934,70000000,29973
2401,tt8829850,280000,67415
2402,tt6051312,140000,9470
2403,tt7906422,40000000,394887
2404,tt7050476,50000000,4562667
2405,tt5225428,300000,2238
2406,tt7589670,10500000,24740
2407,tt7358598,3000000,747236
2408,tt7091504,1300000,478957
2409,tt9270416,100000000,32011
2410,tt8406750,1800000,31086
2411,tt7531990,600,947929
2412,tt3653132,500000,4767
2413,tt8297816,806000,5568
2414,tt6516734,8000000,2627805
2415,tt6712374,15000000,1929069
2416,tt5572856,500000,4942
2417,tt7711342,894000000,182751
2418,tt7345930,60000000,2735
2419,tt8837018,1000000,12135
2420,tt0493406,2800000,9891729
2421,tt8094308,720000,6302
2422,tt8071308,50000000,9626679
2423,tt5271794,3000000,79711
2424,tt2050452,1000000,213256
2425,tt6283474,1791000,636170
2426,tt6415214,8025000,53901
2427,tt5178964,2000000,69290
2428,tt5335244,400000,20062
2429,tt7413472,22100000,95948
2430,tt8493514,2,4394284
2431,tt4039842,500000,20052
2432,tt6610280,500000,296755
2433,tt7329602,100000000,232835
2434,tt3907284,3610000,954696
2435,tt8244298,54000000,39891
2436,tt6404166,300000,2202
2437,tt6755366,230000000,264307
2438,tt8814620,500000,90168
2439,tt8655618,38000000,31285
2440,tt6202690,480000,1203
2441,tt7304194,30000,5065
2442,tt7027278,350000000,13999297
2443,tt2534642,3000000,16576
2444,tt7903634,1000000,181172
2445,tt8027180,300000,11388
2446,tt7915806,30000,11496
2447,tt3674018,2000000,51703
2448,tt6264928,5000000,69175
2449,tt8026554,20000,853
2450,tt7822050,99914950,141132
2451,tt8892660,280000,474562
2452,tt7989512,12000000,19990
2453,tt7283212,300000,134288
2454,tt10505424,500000,10227
2455,tt8649148,500000,20721
2456,tt6916872,500000,11465365
2457,tt9037222,1200000,2708622
2458,tt7294844,200000,131500
2459,tt4902266,12000000,1422565
2460,tt6109080,1300000,136070
2461,tt8526824,765000,959056
2462,tt7762982,2500000,639685
2463,tt8702008,675000,43
2464,tt7571992,317000000,263485
2465,tt7925418,650000,416835
2466,tt8893870,230000000,81096321
2467,tt8901582,530000,7813
2468,tt5932800,80000,648008
2469,tt2386588,2500000,57420
2470,tt6251504,12,89178
2471,tt8128618,500,78649
2472,tt7222606,500000,26366
2473,tt8665634,1000000,188044
2474,tt4566320,677000,19366
2475,tt7499368,100000,219342
2476,tt3765310,1000000,3159
2477,tt8769528,100000,1233
2478,tt8686460,5800000,220061
2479,tt8124376,12000,896
2480,tt7773598,500000,991167
2481,tt7412738,2000000,18065
2482,tt7170698,910000,139271
2483,tt9339958,350000,285916
2484,tt7425298,640000,41411
2485,tt5687414,200000,22662
2486,tt8898164,150000,815
2487,tt8267142,280000,4583
2488,tt8290870,200000,22380
2489,tt7854040,3200000,396530
2490,tt8473642,250000,5871
2491,tt7737928,300000,3003
2492,tt6689006,1000000,14402
2493,tt7749928,1000000,39446
2494,tt9020130,1000000,1079373
2495,tt8418000,100,35862
2496,tt9067278,690000,214936
2497,tt11285908,17700000,61255955
2498,tt9426210,11100000,193186879
2499,tt7394816,9000000,84630
2500,tt8385474,16000000,75727748
2501,tt6079516,3000000,1098207
2502,tt7083526,14000000,50444358
2503,tt6902676,15000000,1002656
2504,tt3920820,10000000,4376819
2505,tt3584496,85000,116466
2506,tt10337550,210000,552
2507,tt7278824,8000000,2440478
2508,tt1298644,21000000,95017038
2509,tt8186318,5000000,38026103
2510,tt4426464,61000000,9877855
2511,tt4648786,17000000,43347017
2512,tt9527778,950000,965558
2513,tt7972178,6000000,159630
2514,tt2452244,31000000,48791187
2515,tt6284064,11000000,2113603
2516,tt6423362,9000000,6750029
2517,tt6803212,5000000,5288011
2518,tt6722030,8000000,36599361
2519,tt8652728,6000000,2563470
2520,tt7304802,5300000,1981353
2521,tt4364194,6200000,23725674
2522,tt8266310,15000000,18096691
2523,tt8400758,26000000,97092
2524,tt6521876,10000000,4691248
2525,tt6535880,5000000,2233978
2526,tt2140507,30000000,12217160
2527,tt5125894,10000000,16418218
2528,tt8660788,3000000,8299778
2529,tt10407272,4000000,5485340
2530,tt6270534,10000000,2862552
2531,tt3517870,350000,226421
2532,tt9049042,3500000,2654874
2533,tt2398149,25300000,18875436
2534,tt6736198,1450000,3231457
2535,tt8193790,4000000,1641693
2536,tt6054846,75000000,3264853
2537,tt10516086,46300000,1647393
2538,tt7054636,20000000,74747725
2539,tt9105628,6500000,547793
2540,tt7493370,6580000,1021200
2541,tt7398584,2750000,328789
2542,tt4516162,3800000,2856760
2543,tt3138122,2000000,9687
2544,tt8753438,7300000,2994369
2545,tt3340446,25000000,4323211
2546,tt8291224,450000000,39346577
2547,tt4999290,3600000,122062
2548,tt7857374,4000000,221975
2549,tt10460990,1400000,881
2550,tt7248248,5600000,151063
2551,tt5460522,2000000,205
2552,tt6814214,36000000,45937
2553,tt8266452,8000000,1778723
2554,tt10480532,6000000,16925503
2555,tt9074406,12000000,76322
2556,tt4060544,17000000,388518
2557,tt8351646,4000000,565117
2558,tt8028600,250000,1473
2559,tt6032704,1,175038
2560,tt9431080,3600000,1703524
2561,tt4642192,11,1916514
2562,tt3201736,2500000,6424420
2563,tt10215424,1000000,477009
2564,tt10384514,0,814454
2565,tt9133370,1000000,929433
2566,tt6214468,500000,5595
2567,tt7224520,1800000,76243
2568,tt7336182,1500000,22764
2569,tt9170086,3500000,1428582
2570,tt9602258,11500000000,21083522
2571,tt4925340,1300000,5504
2572,tt9351854,15000000,3697
2573,tt10291544,5000000,5556301
2574,tt5149490,2000000,47140
2575,tt6264938,1200000000,1296688
2576,tt9281008,4000000,1676781
2577,tt7374952,8000000,1404646
2578,tt6954136,500000,10606
2579,tt8220326,3800000,1431052
2580,tt7661028,1000000,14782
2581,tt7319496,4100000,1480790
2582,tt10276114,150000,13294
2583,tt8610984,6000000,607078
2584,tt6988116,1500000000,17987034
2585,tt7581552,80000000,496417
2586,tt7255568,800000000,1635907
2587,tt11498038,15500000000,13902314
2588,tt7336470,1800000,185675
2589,tt3486080,80000,67522
2590,tt9146058,800000,274858
2591,tt9617582,50000,208907
2592,tt9077038,1000000,19705
2593,tt2386668,1200000,45696
2594,tt9207188,6300000,4530412
2595,tt8431314,3000000,384145
2596,tt7986672,3377000,172220
2597,tt10151260,60000000,1087227
2598,tt9316574,28200000,4599483
2599,tt8669356,1500000,194278
2600,tt3602422,1000000,38901
2601,tt9278434,400000,69547
2602,tt9449332,250000,1596
2603,tt10419266,7000000,56245
2604,tt10214826,20000,4454
2605,tt9477520,600000000,379728
2606,tt9900782,240000000,524061
2607,tt7738784,70000000,3417
2608,tt9179230,41000000,57263
2609,tt9033534,14000000,202339
2610,tt8028628,70000000,1028949
2611,tt11041006,5600000,21386368
2612,tt7059844,100000000,14784628
2613,tt9172840,150000000,59322
2614,tt8751976,550000000,72048
2615,tt10319998,1000000,135655
2616,tt6668974,1000000,2702
2617,tt10280220,7900000,17395
2618,tt8983294,15000,21600
2619,tt8042248,400000000,111447
2620,tt8157400,4855000,249971
2621,tt5490896,1000000,180
2622,tt7387300,2500000,52156
2623,tt9824012,550000,47091
2624,tt8898812,3800000,644155
2625,tt10484902,38000000,1712086
2626,tt7979668,250000,11888
2627,tt7406704,830000,2205
2628,tt6660238,105000000,327598891
2629,tt8287690,2500000,13856
2630,tt5815016,20000000,542269
2631,tt8971476,50000000,7505141
2632,tt10124714,1000000,204032
2633,tt4493588,4500000,2871120
2634,tt10477950,8025000,5159
2635,tt7529350,700000,258008
2636,tt9643596,10000,159
2637,tt9437360,400000,11849
2638,tt10805618,980000,33381
2639,tt7853804,4000000,203863
2640,tt4971258,800000,15496
2641,tt4677244,15000000,24000
2642,tt6168914,1255000,22748
2643,tt7764804,1650000,847
2644,tt10497826,30000000,3856353
2645,tt7689186,800000,47231
2646,tt8448426,1650000,661569
2647,tt7692434,70000000,125766
2648,tt7759362,2000000,417770
2649,tt10431010,1000000,5987
2650,tt8826492,200000,267250
2651,tt6144666,500000,165
2652,tt10813338,0,1504342
2653,tt9407526,15300000,393554
2654,tt8799390,509000,566764
2655,tt11110904,10000000,36389
2656,tt9612164,500000,5934
2657,tt7725374,5000000,116900
2658,tt10298454,1000000,92640
2659,tt6066696,10000000,311640
2660,tt9081558,120000000,101737
2661,tt9575726,0,806451
2662,tt9695404,2500000,897441
2663,tt5169738,1,810
2664,tt7772498,600000,165627
2665,tt7544954,4000000,104871
2666,tt7697060,28270000,792960
2667,tt9574922,500000,252098
2668,tt7490282,1500000,330735
2669,tt10888514,50000,80675
2670,tt9883042,50000000,9306
2671,tt9258012,1350000,41827
2672,tt7109900,28000000,4629
2673,tt4325644,500000,41656
2674,tt8946798,12000000,10421
2675,tt6977218,245000,88336
2676,tt11218428,830000,1269
2677,tt6268222,500000,6536
2678,tt11470272,103000000,3187
2679,tt10750608,750000,4105
2680,tt9775716,5000,102
2681,tt6682438,300000,29395
2682,tt7699336,700000,32969
2683,tt11041754,280000,1393328
2684,tt11404586,500000,5656
2685,tt9877340,50000000,42104
2686,tt10406288,8894164,5015
